762	50	40	0.5
12	3	1
12	38	0
12	34	1
12	33	0
12	2	1
12	8	1
12	32	0
12	44	0
12	25	0
13	8	0
13	5	1
13	49	1
13	37	0
13	7	1
13	20	0
13	21	0
13	39	0
13	41	0
13	2	1
14	46	1
14	22	1
14	12	1
14	11	1
14	38	1
14	27	0
14	41	1
14	40	0
14	36	1
14	5	0
15	40	1
15	43	0
15	34	1
15	9	1
15	16	0
15	17	0
15	22	1
15	42	0
15	5	0
15	48	0
16	14	1
16	28	0
16	0	1
16	29	1
16	34	0
16	12	0
16	47	1
16	4	1
16	38	0
16	8	1
17	37	0
17	38	1
17	41	1
17	34	0
17	30	0
17	49	0
17	11	1
17	8	0
17	13	0
17	47	0
18	29	0
18	3	1
18	47	0
18	5	1
18	24	0
18	2	0
18	19	1
18	15	0
18	46	1
18	0	1
19	40	0
19	0	1
19	33	1
19	42	1
19	30	0
19	19	1
19	38	0
19	27	1
19	3	1
19	28	0
20	13	0
20	17	1
20	10	1
20	47	0
20	45	1
20	8	0
20	39	0
20	46	1
20	0	1
20	38	0
21	41	1
21	42	0
21	15	1
21	44	0
21	22	0
21	23	0
21	25	0
21	49	0
21	21	0
21	9	1
22	9	1
22	5	1
22	16	0
22	41	0
22	48	0
22	31	0
22	32	0
22	34	0
22	17	0
22	24	1
23	1	0
23	26	0
23	29	0
23	11	0
23	18	0
23	3	0
23	14	0
23	43	0
23	37	1
23	20	1
24	23	1
24	17	1
24	29	0
24	16	1
24	46	0
24	27	0
24	35	0
24	34	1
24	32	1
24	11	0
26	20	0
26	30	0
26	40	0
26	31	1
26	21	1
26	32	1
26	19	1
26	48	0
26	17	0
26	41	1
27	16	0
27	1	1
27	31	0
27	17	1
27	0	1
27	29	0
27	10	1
27	6	1
27	40	0
27	33	0
30	25	1
30	28	1
30	11	0
30	40	0
30	16	0
30	23	0
30	20	0
30	12	1
30	10	0
30	3	0
31	15	0
31	28	0
31	12	0
31	5	1
31	27	1
31	14	0
31	46	0
31	21	1
31	25	0
31	48	1
32	42	1
32	1	0
32	34	1
32	14	1
32	0	0
32	22	1
32	3	0
32	45	1
32	19	0
32	31	1
33	24	0
33	23	0
33	20	1
33	48	0
33	40	0
33	29	0
33	42	0
33	3	0
33	37	1
33	14	1
35	22	0
35	10	1
35	17	1
35	1	0
35	40	0
35	7	1
35	11	1
35	23	1
35	41	0
35	46	0
36	44	1
36	38	0
36	33	0
36	27	1
36	12	1
36	37	0
36	18	0
36	6	1
36	29	0
36	26	0
37	3	1
37	48	1
37	14	1
37	38	0
37	46	0
37	32	0
37	34	0
37	28	0
37	43	0
37	45	0
38	29	1
38	48	0
38	49	0
38	46	1
38	41	1
38	32	0
38	34	0
38	45	0
38	47	0
38	33	0
39	17	0
39	15	0
39	23	1
39	47	0
39	30	1
39	20	0
39	34	1
39	48	0
39	49	0
39	11	0
16	17	0
5	15	1
14	15	0
6	23	0
8	23	0
38	23	0
22	47	1
23	47	1
36	47	0
5	30	0
10	30	0
20	30	0
21	30	0
30	30	1
1	20	0
6	34	0
8	34	1
30	34	1
13	48	0
21	48	1
12	49	0
26	49	1
27	49	0
30	49	1
2	11	1
5	11	0
33	11	1
16	46	0
36	46	0
39	46	1
6	28	1
11	28	0
15	28	0
39	28	1
37	0	1
39	0	0
6	9	1
13	9	1
26	9	0
33	9	0
2	1	0
12	1	1
26	1	1
5	43	0
17	43	0
39	43	1
2	44	1
26	44	0
32	44	0
33	44	0
38	44	0
0	21	1
18	21	1
9	31	1
11	31	0
23	31	1
36	36	0
38	36	0
33	33	1
37	33	0
0	2	1
14	2	0
37	2	1
5	13	0
16	13	0
27	13	1
30	13	0
14	8	0
27	8	1
35	8	1
36	8	1
39	8	0
10	3	1
14	3	0
20	3	1
26	3	0
38	3	1
18	32	1
20	32	0
30	32	1
33	32	1
37	25	0
2	16	0
12	16	0
20	16	1
23	16	0
3	18	1
26	18	1
37	18	1
7	45	1
12	45	0
9	42	1
17	42	0
26	42	1
38	42	0
11	41	0
12	41	0
15	41	0
30	41	1
10	19	1
13	19	1
14	19	0
15	19	0
16	19	1
17	19	1
27	14	0
18	39	1
36	39	0
27	5	1
1	37	1
15	37	1
9	12	0
10	12	1
20	12	1
39	12	0
5	35	0
21	35	0
23	35	1
27	35	0
31	35	1
36	35	0
6	40	0
10	40	0
20	40	0
24	40	0
7	7	0
16	7	0
32	7	0
36	7	1
10	4	1
17	4	1
20	4	1
38	4	1
7	26	0
13	26	1
20	26	0
11	29	0
21	29	0
30	29	1
37	29	0
1	10	0
2	10	1
10	10	0
21	10	1
36	10	1
2	38	1
8	38	0
9	38	0
13	38	0
30	38	1
38	38	0
2	22	1
7	22	1
8	22	0
10	22	1
22	22	0
36	22	0
3	6	1
12	6	1
24	24	1
32	24	1
5	27	1
